target_id	length	eff_length	est_counts	tpm
g5011.t1.cds1	2616	2375.84	22849	142.207
g5012.t1.cds1	1080	839.836	2357	414.987
g5013.t1.cds1	591	352.117	1087	45.647
g5014.t1.cds1	291	90.54	884	144.371
g5015.t1.cds1	588	349.152	3715	157.331
g5016.t1.cds1	1053	812.836	1715	311.982
g5017.t1.cds1	1245	1004.84	1256	184.826
g5018.t1.cds1	267	759.213	1245	242.479
g5019.t1.cds1	2208	1967.84	2400	18.034
g5020.t1.cds1	2487	2246.84	5252	345.639
g5021.t1.cds1	1167	926.836	2327	371.247
g5022.t1.cds1	1506	1265.84	3977	464.566
g5023.t1.cds1	2274	2033.84	1155	839.721
g5024.t1.cds1	684	444.114	3279	109.173
g5025.t1.cds1	339	125.192	4667	551.227
g5026.t1.cds1	1203	962.836	1388	21.316
g5027.t1.cds1	5142	4901.84	6119	184.583
g5028.t1.cds1	1191	950.836	2610	405.886
g5029.t1.cds1	390	165.228	1128	100.947
g5030.t1.cds1	624	384.567	4737	182.138
g5031.t1.cds1	1464	1223.84	3557	429.764
g5032.t1.cds1	246	639.686	18095.5	4182.84
g5033.t1.cds1	2199	1958.84	1413	106.663
g5034.t1.cds1	1134	893.836	5236	866.185
g5035.t1.cds1	1395	1154.84	4630	592.829
g5036.t1.cds1	2133	1892.84	5159	403.015
g5037.t1.cds1	5637	5396.84	3613	989.915
g5038.t1.cds1	1101	860.836	1116	191.696
g5039.t1.cds1	228	549.702	506.373	136.211
g5040.t1.cds1	2496	2255.84	2087.84	136.855
g5041.t1.cds1	1425	1184.84	1187	148.136
g5042.t1.cds1	1767	1526.84	2031	196.692
g5043.t1.cds1	3186	2945.84	6566	32.958
g5044.t1.cds1	447	214.334	38648	2666.28
g5045.t1.cds1	609	369.755	6002	240.022
g5046.t1.cds1	384	160.381	4132.19	380.974
g5047.t1.cds1	384	160.381	4132.19	380.974
g5048.t1.cds1	384	160.381	4132.19	380.974
g5049.t1.cds1	2025	1784.84	2620	217.056
g5050.t1.cds1	1371	1130.84	2659	347.686
g5051.t1.cds1	1206	965.836	5811	889.645
g5052.t1.cds1	3963	3722.84	2970	117.965
g5053.t1.cds1	2541	2300.84	4861	312.399
g5054.t1.cds1	1080	839.836	3515	618.871
g5055.t1.cds1	1896	1655.84	3703	330.678
g5056.t1.cds1	3441	3200.84	9077	419.322
g5057.t1.cds1	1170	929.836	3560	566.125
g5058.t1.cds1	1392	1151.84	4736	607.981
g5059.t1.cds1	486	250.669	2216	130.719
g5060.t1.cds1	1827	1586.84	6465	602.429
g5061.t1.cds1	1416	1175.84	2992	376.256
g5062.t1.cds1	294	925.161	7318	1169.62
g5063.t1.cds1	516	279.045	1936	102.589
g5064.t1.cds1	1521	1280.84	3273	377.852
g5065.t1.cds1	14811	14570.8	10280	104.322
g5066.t1.cds1	795	554.969	1608	428.437
g5067.t1.cds1	1296	1055.84	8242	115.426
g5068.t1.cds1	942	701.91	2551	53.74
g5069.t1.cds1	1680	1439.84	5259	540.081
g5070.t1.cds1	588	349.152	2177	921.962
g5071.t1.cds1	489	253.438	1694	988.348
g5072.t1.cds1	3798	3557.84	652.093	271.015
g5073.t1.cds1	3798	3557.84	652.093	271.015
g5074.t1.cds1	276	811.786	0.477229	0.0869269
g5075.t1.cds1	1554	1313.84	4580.98	515.569
g5076.t1.cds1	1866	1625.84	1800.82	163.781
g5077.t1.cds1	1767	1526.84	11601	112.35
g5078.t1.cds1	1827	1586.84	6225	580.065
g5079.t1.cds1	699	459.069	3256	104.876
g5080.t1.cds1	921	680.91	4132	897.304
g5081.t1.cds1	1092	851.836	1928	334.673
g5082.t1.cds1	1080	839.836	2742	482.772
g5083.t1.cds1	1806	1565.84	2789	263.373
g5084.t1.cds1	1866	1625.84	6891	626.721
g5085.t1.cds1	909	668.91	4395.67	971.686
g5086.t1.cds1	909	668.91	4395.67	971.686
g5087.t1.cds1	909	668.91	4015.67	887.685
g5088.t1.cds1	2712	2471.84	3215	192.323
g5089.t1.cds1	2529	2288.84	4577	295.689
g5090.t1.cds1	351	134.34	1490	164.002
g5091.t1.cds1	2268	2027.84	2394.84	174.627
g5092.t1.cds1	2667	2426.84	3063	186.627
g5093.t1.cds1	1014	773.836	2202	420.763
g5094.t1.cds1	2661	2420.84	4502	274.985
g5095.t1.cds1	2259	2018.84	10154	743.713
g5096.t1.cds1	2670	2429.84	8724	530.894
g5097.t1.cds1	1887	1646.84	5852	52.544
g5098.t1.cds1	495	259.101	2160	123.269
g5099.t1.cds1	1464	1223.84	7014	847.445
g5100.t1.cds1	2619	2378.84	4059	252.304
g5101.t1.cds1	2655	2414.84	4361	267.035
g5102.t1.cds1	657	417.284	4970	176.114
g5103.t1.cds1	996	755.836	123	240.628
g5104.t1.cds1	1269	1028.84	6075	87.311
g5105.t1.cds1	1899	1658.84	2916	259.928
g5106.t1.cds1	1920	1679.84	2874	252.982
g5107.t1.cds1	837	596.91	5772	142.984
g5108.t1.cds1	948	707.91	2842	593.629
g5109.t1.cds1	1641	1400.84	11996	126.625
g5110.t1.cds1	702	462.069	2929	937.307
g5111.t1.cds1	1026	785.836	9287	174.748
g5112.t1.cds1	1431	1190.84	5032	624.824
g5113.t1.cds1	1131	890.836	4301	713.905
g5114.t1.cds1	354	136.791	2024	218.787
g5115.t1.cds1	2874	2633.84	4152	233.098
g5116.t1.cds1	2406	2165.84	2304	157.299
g5117.t1.cds1	1077	836.836	2355	416.121
g5118.t1.cds1	1476	1235.84	3065	366.723
g5119.t1.cds1	1977	1736.84	3520	299.677
g5120.t1.cds1	1698	1457.84	5864	594.777
g5121.t1.cds1	1779	1538.84	11850	113.866
g5122.t1.cds1	1176	935.836	2205	34.84
g5123.t1.cds1	1860	1619.84	5644	515.211
g5124.t1.cds1	2169	1928.84	4043	30.994
g5125.t1.cds1	1692	1451.84	3797	386.716
g5126.t1.cds1	1833	1592.84	1440	133.678
g5127.t1.cds1	261	72.483	287	585.484
g5128.t1.cds1	993	752.836	6869	134.916
g5129.t1.cds1	1140	899.836	6412	105.366
g5130.t1.cds1	1743	1502.84	3938	387.466
g5131.t1.cds1	1236	995.836	1176	174.618
g5132.t1.cds1	1284	1043.84	494	699.783
g5133.t1.cds1	291	90.54	1396	227.989
g5134.t1.cds1	1698	1457.84	4000	405.714
g5135.t1.cds1	2943	2702.84	3714	203.185
g5136.t1.cds1	357	139.004	4388	466.777
g5137.t1.cds1	516	279.045	497	263.361
g5138.t1.cds1	438	206.368	6211	445.028
g5139.t1.cds1	777	536.969	1984	546.338
g5140.t1.cds1	1158	917.836	2679	431.595
g5141.t1.cds1	702	462.069	1430.35	457.723
g5142.t1.cds1	675	435.114	4109.65	139.66
g5143.t1.cds1	2220	1979.84	6863	512.571
g5144.t1.cds1	390	165.228	5116	457.842
g5145.t1.cds1	612	372.718	7779	308.612
g5146.t1.cds1	426	195.844	1170	883.372
g5147.t1.cds1	828	587.91	2663	669.775
g5148.t1.cds1	1557	1316.84	5119	574.808
g5149.t1.cds1	450	217.091	2353	160.269
g5150.t1.cds1	294	925.161	4167	666.002
g5151.t1.cds1	609	369.755	1920	767.814
g5152.t1.cds1	1614	1373.84	2018	217.198
g5153.t1.cds1	1083	842.836	2192	384.562
g5154.t1.cds1	552	313.947	2648	124.718
g5155.t1.cds1	3420	3179.84	5570	259.012
g5156.t1.cds1	13686	13445.8	16187	178.011
g5157.t1.cds1	1683	1442.84	3719	381.134
g5158.t1.cds1	429	198.476	624	464.884
g5159.t1.cds1	285	86.826	249	424.051
g5160.t1.cds1	1074	833.836	3087	547.425
g5161.t1.cds1	660	420.242	1372.18	482.816
g5162.t1.cds1	2322	2081.84	6486	46.068
g5163.t1.cds1	12399	12158.8	7678	933.738
g5164.t1.cds1	1701	1460.84	6963	704.797
g5165.t1.cds1	2865	2624.84	5330	300.258
g5166.t1.cds1	522	284.874	3702	192.155
g5167.t1.cds1	564	325.625	3025	137.365
g5168.t1.cds1	1224	983.836	53489.3	803.921
g5169.t1.cds1	921	680.91	223.615	0.485601
g5170.t1.cds1	1926	1685.84	9958.34	873.455
g5171.t1.cds1	2481	2240.84	3974	262.233
g5172.t1.cds1	525	287.787	3232	166.061
g5173.t1.cds1	1209	968.836	1640	250.301
g5174.t1.cds1	7482	7241.84	10225	208.777
g5175.t1.cds1	2007	1766.84	3093	258.853
g5176.t1.cds1	1149	908.836	2018	328.326
g5177.t1.cds1	1590	1349.84	1505	164.864
g5178.t1.cds1	3165	2924.84	5444	275.224
g5179.t1.cds1	3552	3311.84	5152	230.026
g5180.t1.cds1	1479	1238.84	7087	845.897
g5181.t1.cds1	282	849.155	1254	218.363
g5182.t1.cds1	2853	2612.84	5601	316.973
g5183.t1.cds1	633	393.488	2522	947.725
g5184.t1.cds1	411	182.939	18979	1534.04
g5185.t1.cds1	411	182.939	18979	1534.04
g5186.t1.cds1	5349	5108.84	6363	184.166
g5187.t1.cds1	1956	1715.84	1533	13.211
g5188.t1.cds1	2130	1889.84	942	737.048
g5189.t1.cds1	1785	1544.84	2968	284.086
g5190.t1.cds1	204	439.441	911	306.539
g5191.t1.cds1	1020	779.836	1368	259.389
g5192.t1.cds1	300	963.668	724	111.091
g5193.t1.cds1	1572	1331.84	2782	30.887
g5194.t1.cds1	1644	1403.84	1843	194.123
g5195.t1.cds1	7860	7619.84	2624	509.199
g5196.t1.cds1	1254	1013.84	8247	120.281
g5197.t1.cds1	399	172.738	839	718.195
g5198.t1.cds1	357	139.004	2069	220.091
g5199.t1.cds1	639	399.448	1624	601.166
g5200.t1.cds1	1416	1175.84	2053	258.173
g5201.t1.cds1	2847	2606.84	8145	462.005
g5202.t1.cds1	756	515.969	724	207.484
g5203.t1.cds1	1248	1007.84	2155	316.174
g5204.t1.cds1	351	134.34	1980	217.936
g5205.t1.cds1	411	182.939	4002	323.474
g5206.t1.cds1	1263	1022.84	6365	920.156
g5207.t1.cds1	408	180.34	7288	597.564
g5208.t1.cds1	1548	1307.84	760.029	0.0859302
g5209.t1.cds1	1548	1307.84	760.029	0.0859302
g5210.t1.cds1	1548	1307.84	9717.76	109.871
g5211.t1.cds1	1542	1301.84	967.038	109.839
g5212.t1.cds1	1470	1229.84	6798	81.734
g5213.t1.cds1	4254	4013.84	8357	307.865
g5214.t1.cds1	1167	926.836	447	713.138
g5215.t1.cds1	777	536.969	668	183.949
g5216.t1.cds1	3000	2759.84	2602	13.941
g5217.t1.cds1	1347	1106.84	3708	495.365
g5218.t1.cds1	1176	935.836	1202	189.921
g5219.t1.cds1	777	536.969	1149	316.403
g5220.t1.cds1	1599	1358.84	214.12	233.002
g5221.t1.cds1	723	483.069	287.987	0.0881522
g5222.t1.cds1	2376	2135.84	486	336.463
g5223.t1.cds1	3972	3731.84	1031	408.512
g5224.t1.cds1	1515	1274.84	1451	168.299
g5225.t1.cds1	3012	2771.84	1939	103.438
g5226.t1.cds1	1428	1187.84	1965	24.461
g5227.t1.cds1	1494	1253.84	521	614.421
g5228.t1.cds1	600	360.938	19542	800.582
g5229.t1.cds1	342	127.481	4027	467.094
g5230.t1.cds1	402	175.241	3593	303.173
g5231.t1.cds1	888	647.91	8846	201.884
g5232.t1.cds1	3024	2783.84	4343	230.683
g5233.t1.cds1	1086	845.836	390	681.785
g5234.t1.cds1	972	731.91	7628	154.107
g5235.t1.cds1	4065	3824.84	5744	22.206
g5236.t1.cds1	582	343.222	74	318.806
g5237.t1.cds1	2607	2366.84	2609	162.995
g5238.t1.cds1	4227	3986.84	3498	129.736
g5239.t1.cds1	810	569.969	933	242.047
g5240.t1.cds1	567	328.56	1936.5	87.151
g5241.t1.cds1	579	340.324	10671	463.64
g5242.t1.cds1	1728	1487.84	331	328.959
g5243.t1.cds1	567	328.56	1936.5	87.151
g5244.t1.cds1	579	340.324	10671	463.64
g5245.t1.cds1	1728	1487.84	331	328.959
g5246.t1.cds1	1386	1145.84	4883	630.135
g5247.t1.cds1	10098	9857.84	3871	580.645
g5248.t1.cds1	1071	830.836	1459	259.662
g5249.t1.cds1	543	305.133	769	372.654
g5250.t1.cds1	1404	1163.84	119707	1520.89
g5251.t1.cds1	630	390.567	14451	547.106
g5252.t1.cds1	435	203.686	4291.51	311.543
g5253.t1.cds1	1011	770.836	703.761	13.5
g5254.t1.cds1	594	355.081	560.567	233.437
g5255.t1.cds1	537	299.346	316.619	156.399
g5256.t1.cds1	1485	1244.84	17911.9	212.765
g5257.t1.cds1	576	337.426	9320.1	408.424
g5258.t1.cds1	2067	1826.84	3008	243.471
g5259.t1.cds1	2046	1805.84	5371	439.791
g5260.t1.cds1	1119	878.836	2046	344.244
g5261.t1.cds1	1149	908.836	3516	572.048
g5262.t1.cds1	1692	1451.84	4042	411.669
g5263.t1.cds1	822	581.969	8315	211.267
g5264.t1.cds1	2067	1826.84	7111	575.573
g5265.t1.cds1	528	290.671	4314	219.456
g5266.t1.cds1	675	435.114	1371	465.911
g5267.t1.cds1	2040	1799.84	4108	337.494
g5268.t1.cds1	585	346.222	4011	171.304
g5269.t1.cds1	1029	788.836	2323	435.443
g5270.t1.cds1	2268	2027.84	5333	388.873
g5271.t1.cds1	2529	2288.84	3810	246.138
g5272.t1.cds1	555	316.915	3083	143.846
g5273.t1.cds1	960	719.91	2755	565.864
g5274.t1.cds1	723	483.069	2695	824.933
g5275.t1.cds1	1254	1013.84	1435	209.292
g5276.t1.cds1	1011	770.836	548	105.121
g5277.t1.cds1	1374	1133.84	153.735	20.049
g5278.t1.cds1	405	177.793	0	0
g5279.t1.cds1	315	106.98	1499.83	207.305
g5280.t1.cds1	303	985.341	565.913	849.244
g5281.t1.cds1	2760	2519.84	476.684	279.722
g5282.t1.cds1	282	849.155	0	0
g5283.t1.cds1	2754	2513.84	2700.19	158.828
g5284.t1.cds1	252	672.218	1322.61	290.931
g5285.t1.cds1	2679	2438.84	10995.9	66.668
g5286.t1.cds1	1839	1598.84	2814.3	260.277
g5287.t1.cds1	2370	2129.84	1936.05	134.413
g5288.t1.cds1	378	155.73	468.609	444.947
g5289.t1.cds1	1722	1481.84	2337.32	233.232
g5290.t1.cds1	369	148.409	4115	409.996
g5291.t1.cds1	1245	1004.84	641.378	943.818
g5292.t1.cds1	1245	1004.84	8384.75	123.385
g5293.t1.cds1	1338	1097.84	8326	112.142
g5294.t1.cds1	630	390.567	2235	846.158
g5295.t1.cds1	1983	1742.84	5792	491.407
g5296.t1.cds1	711	471.069	3451	108.325
g5297.t1.cds1	738	498.02	1358	403.201
g5298.t1.cds1	1431	1190.84	9976	123.872
g5299.t1.cds1	921	680.91	2505	543.985
g5300.t1.cds1	828	587.91	1699	427.318
g5301.t1.cds1	669	429.158	3503	120.696
g5302.t1.cds1	456	222.732	1805	119.83
g5303.t1.cds1	468	233.87	2142	135.43
g5304.t1.cds1	828	587.91	1643	413.234
g5305.t1.cds1	357	139.004	623	662.721
g5306.t1.cds1	393	167.731	386	340.285
g5307.t1.cds1	537	299.346	15471	764.213
g5308.t1.cds1	2316	2075.84	3611	257.219
g5309.t1.cds1	1308	1067.84	1819	251.882
g5310.t1.cds1	2940	2699.84	1968	107.785
g5311.t1.cds1	3522	3281.84	4546	204.824
g5312.t1.cds1	777	536.969	1020	28.088
g5313.t1.cds1	5946	5705.84	3277	849.232
g5314.t1.cds1	498	261.838	1096	618.938
g5315.t1.cds1	2109	1868.84	4022	318.229
g5316.t1.cds1	1665	1424.84	2039	211.603
g5317.t1.cds1	975	734.91	1190	239.432
g5318.t1.cds1	579	340.324	3031	131.693
g5319.t1.cds1	711	471.069	1218	382.324
g5320.t1.cds1	849	608.91	617	149.831
g5321.t1.cds1	1068	827.836	3000	535.853
g5322.t1.cds1	1773	1532.84	10410	100.421
g5323.t1.cds1	1455	1214.84	4488	546.266
g5324.t1.cds1	576	337.426	1922	842.255
g5325.t1.cds1	2751	2510.84	8113	477.785
g5326.t1.cds1	645	405.448	1165	424.873
g5327.t1.cds1	1500	1259.84	1396	163.848
g5328.t1.cds1	1860	1619.84	3038	277.323
g5329.t1.cds1	1557	1316.84	959	107.685
g5330.t1.cds1	387	162.878	4969	451.104
g5331.t1.cds1	756	515.969	1775	508.679
g5332.t1.cds1	393	167.731	1288	113.546
g5333.t1.cds1	1023	782.836	3764	710.964
g5334.t1.cds1	411	182.939	6526	527.485
g5335.t1.cds1	435	203.686	1400	101.633
g5336.t1.cds1	372	150.867	2429	238.068
g5337.t1.cds1	372	150.867	2429	238.068
g5338.t1.cds1	2136	1895.84	8226	641.589
g5339.t1.cds1	348	132.018	3125	350.013
g5340.t1.cds1	366	146.057	1096	110.958
g5341.t1.cds1	4890	4649.84	11533	366.753
g5342.t1.cds1	1020	779.836	3220	610.551
g5343.t1.cds1	516	279.045	4296	227.646
g5344.t1.cds1	456	222.732	331.106	219.813
g5345.t1.cds1	459	225.503	6626.47	434.51
g5346.t1.cds1	3390	3149.84	6822.93	320.296
g5347.t1.cds1	507	270.379	297.074	162.465
g5348.t1.cds1	1464	1223.84	2718	328.394
g5349.t1.cds1	1791	1550.84	1387.48	132.291
g5350.t1.cds1	510	273.351	26396	1427.86
g5351.t1.cds1	1461	1220.84	1330	161.088
g5352.t1.cds1	492	256.309	4760	274.607
g5353.t1.cds1	3225	2984.84	0	0
g5354.t1.cds1	1464	1223.84	2718	328.394
g5355.t1.cds1	876	635.91	1271.52	295.663
g5356.t1.cds1	1233	992.836	3502	521.564
g5357.t1.cds1	1068	827.836	2768	494.414
g5358.t1.cds1	4392	4151.84	7115	253.398
g5359.t1.cds1	1308	1067.84	1519	21.034
g5360.t1.cds1	5751	5510.84	4802	128.847
g5361.t1.cds1	1335	1094.84	3443	465.004
g5362.t1.cds1	1188	947.836	2597	405.142
g5363.t1.cds1	723	483.069	1570	480.573
g5364.t1.cds1	4971	4730.84	8298	259.361
g5365.t1.cds1	2577	2336.84	2838	179.578
g5366.t1.cds1	858	617.91	5268	126.064
g5367.t1.cds1	1128	887.836	2563	426.859
g5368.t1.cds1	2271	2030.84	5827	424.267
g5369.t1.cds1	2508	2267.84	6415	418.267
g5370.t1.cds1	369	148.409	13082	1303.42
g5371.t1.cds1	1791	1550.84	8265	788.036
g5372.t1.cds1	1866	1625.84	3983	362.245
g5373.t1.cds1	2784	2543.84	919	53.419
g5374.t1.cds1	5073	4832.84	1218	372.661
g5375.t1.cds1	3969	3728.84	1255	497.668
g5376.t1.cds1	780	539.969	8304	227.399
g5377.t1.cds1	1404	1163.84	844	107.231
g5378.t1.cds1	900	659.91	3794	850.123
g5379.t1.cds1	873	632.91	673	157.232
g5380.t1.cds1	1827	1586.84	1586	147.788
g5381.t1.cds1	603	363.865	137	556.736
g5382.t1.cds1	603	363.865	2733	111.063
g5383.t1.cds1	837	596.91	278	68.866
g5384.t1.cds1	1584	1343.84	409	450.035
g5385.t1.cds1	1506	1265.84	4127	482.088
g5386.t1.cds1	213	477.119	98	303.716
g5387.t1.cds1	711	471.069	517	162.284
g5388.t1.cds1	1326	1085.84	1086	147.889
g5389.t1.cds1	3195	2954.84	4925	246.457
g5390.t1.cds1	3258	3017.84	2496	122.298
g5391.t1.cds1	759	518.969	772	219.961
g5392.t1.cds1	1908	1667.84	2906	257.639
g5393.t1.cds1	330	118.386	872	108.914
g5394.t1.cds1	1020	779.836	3898	739.107
g5395.t1.cds1	528	290.671	936	47.615
g5396.t1.cds1	4245	4004.84	3651	134.802
g5397.t1.cds1	831	590.91	12999	325.28
g5398.t1.cds1	1566	1325.84	2006	223.723
g5399.t1.cds1	438	206.368	4844	347.08
g5400.t1.cds1	1539	1298.84	2462	280.287
g5401.t1.cds1	1536	1295.84	3317	378.499
g5402.t1.cds1	1407	1166.84	2931	371.428
g5403.t1.cds1	1932	1691.84	6421	561.195
g5404.t1.cds1	8490	8249.84	6485	116.234
g5405.t1.cds1	1827	1586.84	2662	248.053
g5406.t1.cds1	3156	2915.84	2711	137.479
g5407.t1.cds1	2466	2225.84	3565	236.829
g5408.t1.cds1	3900	3659.84	7637	308.553
g5409.t1.cds1	381	158.017	1254	117.344
g5410.t1.cds1	333	120.604	1050	128.735
g5411.t1.cds1	2244	2003.84	3225	237.978
g5412.t1.cds1	1998	1757.84	3636	305.854
g5413.t1.cds1	1293	1052.84	2699	379.063
g5414.t1.cds1	5535	5294.84	10151	283.482
g5415.t1.cds1	1536	1295.84	3668	418.551
g5416.t1.cds1	558	319.819	1384	639.883
g5417.t1.cds1	2352	2111.84	2669	186.878
g5418.t1.cds1	735	495.02	1717	512.881
g5419.t1.cds1	507	270.379	1111	60.759
g5420.t1.cds1	2112	1871.84	2874	227.032
g5421.t1.cds1	828	587.91	3270	822.443
g5422.t1.cds1	4419	4178.84	5051	178.727
g5423.t1.cds1	861	620.91	2577	613.698
g5424.t1.cds1	438	206.368	2313	165.73
g5425.t1.cds1	2181	1940.84	8986	684.615
g5426.t1.cds1	1404	1163.84	2365	300.475
g5427.t1.cds1	1878	1637.84	5075	458.178
g5428.t1.cds1	4008	3767.84	2851	111.886
g5429.t1.cds1	579	340.324	2784	120.961
g5430.t1.cds1	759	518.969	2112	601.758
g5431.t1.cds1	1698	1457.84	2880	292.114
g5432.t1.cds1	2034	1793.84	3377	278.367
g5433.t1.cds1	2028	1787.84	2389	197.587
g5434.t1.cds1	1218	977.836	2370	358.386
g5435.t1.cds1	1263	1022.84	2679	387.289
g5436.t1.cds1	3042	2801.84	2128	112.305
g5437.t1.cds1	1788	1547.84	5340	510.135
g5438.t1.cds1	1644	1403.84	2092	220.351
g5439.t1.cds1	3315	3074.84	3444	165.619
g5440.t1.cds1	633	393.488	268	10.071
g5441.t1.cds1	1032	791.836	1669	311.666
g5442.t1.cds1	1464	1223.84	1528	184.616
g5443.t1.cds1	693	453.114	2632	858.909
g5444.t1.cds1	432	201.125	2972	218.5
g5445.t1.cds1	2334	2093.84	2340	16.525
g5446.t1.cds1	1287	1046.84	3040	429.402
g5447.t1.cds1	1269	1028.84	1121	161.112
g5448.t1.cds1	1560	1319.84	2704	302.939
g5449.t1.cds1	1440	1199.84	2417	297.868
g5450.t1.cds1	1050	809.836	2316	422.874
g5451.t1.cds1	1842	1601.84	1770	16.339
g5452.t1.cds1	1113	872.836	3405	576.837
g5453.t1.cds1	2799	2558.84	4145	239.525
g5454.t1.cds1	1431	1190.84	2015	250.203
g5455.t1.cds1	903	662.91	839	187.144
g5456.t1.cds1	3261	3020.84	2369	11.596
g5457.t1.cds1	14052	13811.8	9114.94	975.824
g5458.t1.cds1	1533	1292.84	1659.74	189.831
g5459.t1.cds1	1800	1559.84	1452.3	137.672
g5460.t1.cds1	1953	1712.84	3034.01	261.921
g5461.t1.cds1	1137	896.836	2244	36.998
g5462.t1.cds1	456	222.732	5890	391.023
g5463.t1.cds1	372	150.867	20473	2006.57
g5464.t1.cds1	2157	1916.84	20461	157.838
g5465.t1.cds1	1122	881.836	6116	102.553
g5466.t1.cds1	1446	1205.84	46714	572.833
g5467.t1.cds1	1611	1370.84	17595	189.79
g5468.t1.cds1	3978	3737.84	13212	522.658
g5469.t1.cds1	762	521.969	3098	877.619
g5470.t1.cds1	957	716.91	2198	453.348
g5471.t1.cds1	504	267.623	1887	104.26
g5472.t1.cds1	930	689.91	2573	551.463
g5473.t1.cds1	2586	2345.84	3655	230.387
g5474.t1.cds1	201	42.736	1467	507.58
g5475.t1.cds1	975	734.91	4369	879.057
g5476.t1.cds1	1203	962.836	2561	393.302
g5477.t1.cds1	1080	839.836	2389	420.621
g5478.t1.cds1	468	233.87	2424	153.259
g5479.t1.cds1	2223	1982.84	4167	310.746
g5480.t1.cds1	1293	1052.84	2802	393.529
g5481.t1.cds1	642	402.448	3503	128.706
g5482.t1.cds1	768	527.969	1320	369.688
g5483.t1.cds1	2868	2627.84	7819	439.969
g5484.t1.cds1	762	521.969	10324	292.464
g5485.t1.cds1	1614	1373.84	4319	464.855
g5486.t1.cds1	2091	1850.84	8497	678.839
g5487.t1.cds1	732	492.02	3195	96.019
g5488.t1.cds1	3963	3722.84	7997	317.631
g5489.t1.cds1	906	665.91	1741	386.591
g5490.t1.cds1	1047	806.836	4870	892.509
g5491.t1.cds1	1293	1052.84	2870	403.079
g5492.t1.cds1	1002	761.836	6743	130.876
g5493.t1.cds1	489	253.438	3256	189.968
g5494.t1.cds1	342	127.481	2707	313.987
g5495.t1.cds1	1122	881.836	3683	617.565
g5496.t1.cds1	1599	1358.84	8003	870.873
g5497.t1.cds1	606	366.792	3537	142.588
g5498.t1.cds1	561	322.691	1432	656.184
g5499.t1.cds1	1065	824.836	1672	299.735
g5500.t1.cds1	2055	1814.84	3653	297.633
g5501.t1.cds1	1971	1730.84	5719	488.577
g5502.t1.cds1	543	305.133	3327	161.225
g5503.t1.cds1	654	414.284	3378	120.568
g5504.t1.cds1	930	689.91	1649	353.425
g5505.t1.cds1	1533	1292.84	7519	859.975
g5506.t1.cds1	2055	1814.84	4471	364.281
g5507.t1.cds1	1131	890.836	2505	415.795
g5508.t1.cds1	1281	1040.84	4350	617.982
g5509.t1.cds1	966	725.91	7437	151.49
g5510.t1.cds1	1056	815.836	4553	825.209
g5511.t1.cds1	702	462.069	2874	919.706
g5512.t1.cds1	591	352.117	2992	125.645
g5513.t1.cds1	735	495.02	2478	740.197
g5514.t1.cds1	2127	1886.84	5893	461.818
g5515.t1.cds1	555	316.915	2301	107.36
g5516.t1.cds1	1128	887.836	7354	122.479
g5517.t1.cds1	780	539.969	4177	114.384
g5518.t1.cds1	1992	1751.84	4875	411.481
g5519.t1.cds1	681	441.114	679.345	227.724
g5520.t1.cds1	2175	1934.84	7063.07	539.782
g5521.t1.cds1	1587	1346.84	11249	123.5
g5522.t1.cds1	729	489.02	646	195.333
g5523.t1.cds1	2220	1979.84	6562	49.009
g5524.t1.cds1	2409	2168.84	4453	303.595
g5525.t1.cds1	1563	1322.84	4590	513.069
g5526.t1.cds1	1299	1058.84	18666	260.67
g5527.t1.cds1	1110	869.836	10814	183.831
g5528.t1.cds1	243	624.365	6688.24	1583.95
g5529.t1.cds1	729	489.02	9380	283.625
g5530.t1.cds1	1212	971.836	96241	1464.32
g5531.t1.cds1	4248	4007.84	4640.76	171.217
g5532.t1.cds1	2880	2639.84	4643	26.007
g5533.t1.cds1	1011	770.836	2393	459.039
g5534.t1.cds1	687	447.114	1729	571.802
g5535.t1.cds1	471	236.606	3882	242.604
g5536.t1.cds1	1500	1259.84	6034	708.207
g5537.t1.cds1	915	674.91	1897	415.614
g5538.t1.cds1	780	539.969	1439	394.059
g5539.t1.cds1	1179	938.836	2408	379.259
g5540.t1.cds1	666	426.158	30615	1062.27
g5541.t1.cds1	1911	1670.84	21870	193.546
g5542.t1.cds1	3921	3680.84	7216	289.881
g5543.t1.cds1	2712	2471.84	5738	34.325
g5544.t1.cds1	1596	1355.84	10105	110.204
g5545.t1.cds1	939	698.91	1225	259.169
g5546.t1.cds1	798	557.969	5434	144.005
g5547.t1.cds1	2247	2006.84	4901	361.112
g5548.t1.cds1	2757	2516.84	4335	254.685
g5549.t1.cds1	1743	1502.84	4599	452.502
g5550.t1.cds1	717	477.069	1184	366.978
g5551.t1.cds1	1302	1061.84	3106	432.527
g5552.t1.cds1	1200	959.836	5965	91.893
g5553.t1.cds1	342	127.481	2808	325.702
g5554.t1.cds1	1068	827.836	1544	275.786
g5555.t1.cds1	2628	2387.84	3242	20.076
g5556.t1.cds1	1293	1052.84	392	550.547
g5557.t1.cds1	2328	2087.84	1023	724.517
g5558.t1.cds1	2697	2456.84	3313	199.395
g5559.t1.cds1	492	256.309	2477	142.899
g5560.t1.cds1	834	593.91	1140	283.827
g5561.t1.cds1	843	602.91	6880	168.735
g5562.t1.cds1	705	465.069	3658	116.304
g5563.t1.cds1	1176	935.836	2355	37.21
g5564.t1.cds1	1443	1202.84	2975	365.721
