ProteinID	Annotation	IPR	GO	Superfamily	Transcript	TPM	Expression	Total_Peptide	Unique_Peptide
g4136.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4137.t1	Mitochondrial ATP synthase subunit, putative	None	None	None	False	None	False	None	None
g4138.t1	Amastin surface glycoprotein, putative	None	None	None	False	None	False	None	None
g4139.t1	Probable DNA-directed RNA polymerases I, II, and III subunit RPABC2	IPR006110,IPR006111,IPR020708,IPR028363,IPR036161	GO:0003677,GO:0003899,GO:0005634,GO:0005665,GO:0006351	SSF63562	False	None	False	None	None
g4140.t1	60S ribosomal protein L13a	IPR005755,IPR005822,IPR036899	GO:0003735,GO:0005840,GO:0006412,GO:0015934	SSF52161	False	None	False	None	None
g4141.t1	Serine/threonine-protein phosphatase PP1-alpha	IPR004843,IPR006186	GO:0016787	SSF56300	False	None	False	None	None
g4142.t1	Elongation factor 1-beta	IPR001326,IPR014038,IPR036219	GO:0003746,GO:0005853,GO:0006414	SSF54984	False	None	False	None	None
g4143.t1	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	IPR004843,IPR006186,IPR031675	GO:0016787	SSF56300	False	None	False	None	None
g4144.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4145.t1	hypothetical protein	IPR002225,IPR036291	GO:0003854,GO:0006694,GO:0016616	SSF51735	False	None	False	None	None
g4146.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4147.t1	CBF/Mak21 family, putative	IPR005612,IPR027193	GO:0042254	None	False	None	False	None	None
g4148.t1	protein phosphatase 2C	IPR001932,IPR036457,IPR039123	GO:0016791	SSF81606	False	None	False	None	None
g4149.t1	Iron/manganese superoxide dismutase, C-terminal domain containing protein, putative	IPR019832,IPR036314	GO:0004784,GO:0006801,GO:0046872	SSF54719	False	None	False	None	None
g4150.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4151.t1	hypothetical protein	IPR019351	None	None	False	None	False	None	None
g4152.t1	Flagellar attachment zone protein 1	None	None	None	False	None	False	None	None
g4153.t1	Flagellar attachment zone protein 1	None	None	None	False	None	False	None	None
g4154.t1	beta galactofuranosyl glycosyltransferase	IPR001173,IPR029044	None	SSF53448	False	None	False	None	None
g4155.t1	N-acetylglucosamine-6-phosphate deacetylase-like protein	IPR011059,IPR032466	GO:0016810	SSF51338,SSF51556	False	None	False	None	None
g4156.t1	pumilio/PUF RNA binding protein 1	IPR001313,IPR016024,IPR033133	GO:0003723	SSF48371	False	None	False	None	None
g4157.t1	Ribulokinase	IPR000577,IPR005929,IPR018484,IPR018485,IPR043129	GO:0005524,GO:0005975,GO:0008741,GO:0016773,GO:0019569	SSF53067	False	None	False	None	None
g4158.t1	Hsp70-Hsp90 organizing protein 2	IPR001440,IPR011990,IPR013026,IPR013105,IPR019734	GO:0005515	SSF48452	False	None	False	None	None
g4159.t1	leucine carboxyl methyltransferase, putative	IPR007213,IPR016651,IPR029063	GO:0008168,GO:0032259	SSF53335	False	None	False	None	None
g4160.t1	trans-sialidase, putative	None	None	None	False	None	False	None	None
g4161.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4162.t1	cap guanine-N7 methyltransferase	IPR004971,IPR029063,IPR039753	GO:0004482	SSF53335	False	None	False	None	None
g4163.t1	PUB domain containing protein, putative	IPR018997,IPR036339	None	SSF143503	False	None	False	None	None
g4164.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4165.t1	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4	IPR003094,IPR013078,IPR029033	GO:0003824,GO:0005524,GO:0006003	SSF53254	False	None	False	None	None
g4166.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4167.t1	ARP2/3 complex subunit, putative	IPR007204,IPR036753	GO:0005856,GO:0005885,GO:0030833,GO:0034314	SSF69060	False	None	False	None	None
g4168.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4169.t1	Elongation factor 2	IPR000795,IPR004161,IPR005225,IPR005517,IPR009000,IPR020568,IPR027417,IPR035647,IPR041095	GO:0003924,GO:0005525	SSF50447,SSF52540,SSF54211,SSF54980	False	None	False	None	None
g4170.t1	Elongation factor 2	IPR000640,IPR000795,IPR004161,IPR005225,IPR005517,IPR009000,IPR020568,IPR027417,IPR035647,IPR041095	GO:0003924,GO:0005525	SSF50447,SSF52540,SSF54211,SSF54980	False	None	False	None	None
g4171.t1	hypothetical protein	IPR029063	None	SSF53335	False	None	False	None	None
g4172.t1	serine peptidase clan SF, family S26B, putative	IPR019533,IPR036286	None	SSF51306	False	None	False	None	None
g4173.t1	Dolichol-phosphate mannosyltransferase	IPR001173,IPR029044,IPR039528	GO:0004582	SSF53448	False	None	False	None	None
g4174.t1	Peptidyl-prolyl cis-trans isomerase	IPR001179	GO:0003755	SSF54534	False	None	False	None	None
g4175.t1	eukaryotic translation initiation factor 3 subunit l	IPR019382	GO:0003743,GO:0005737,GO:0005852	None	False	None	False	None	None
g4176.t1	Xylulose kinase	IPR000577,IPR006000,IPR018483,IPR018484,IPR018485,IPR043129	GO:0004856,GO:0005975,GO:0005997,GO:0016773	SSF53067	False	None	False	None	None
g4177.t1	hypothetical protein	IPR001715,IPR036872	GO:0005515	SSF47576	False	None	False	None	None
g4178.t1	Transcription factor S-II (TFIIS), central domain containing protein, putative	None	None	None	False	None	False	None	None
g4179.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4180.t1	Dynein light chain 4, axonemal	IPR001372,IPR037177	GO:0007017,GO:0030286	SSF54648	False	None	False	None	None
g4181.t1	Proteasome subunit beta type-2-B	IPR001353,IPR023333,IPR029055,IPR035206	GO:0004298,GO:0005839,GO:0051603	SSF56235	False	None	False	None	None
g4182.t1	ribonuclease HII	IPR001352,IPR012337,IPR022898,IPR024567	GO:0003723,GO:0004523	SSF53098	False	None	False	None	None
g4183.t1	ER membrane protein complex subunit 3	IPR002809,IPR008568	GO:0016020	None	False	None	False	None	None
g4184.t1	phosphatidylinositol-4-phosphate 5-kinase, putative	IPR002498,IPR023610	GO:0016307,GO:0046488	SSF56104	False	None	False	None	None
g4185.t1	GPI inositol deacylase precursor, putative	IPR011001,IPR021655,IPR039676	GO:0050528	SSF47862,SSF52266	False	None	False	None	None
g4186.t1	PDZ domain (Also known as DHR or GLGF)	IPR001478,IPR036034,IPR041489	GO:0005515	SSF50156	False	None	False	None	None
g4187.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4188.t1	transcription factor IIa, putative	None	None	None	False	None	False	None	None
g4189.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4190.t1	sec1-like protein, putative	IPR001619,IPR036045	GO:0016192	SSF56815	False	None	False	None	None
g4191.t1	dihydrouridine synthase, putative	IPR018517,IPR035587	GO:0008033,GO:0017150,GO:0050660	SSF51395	False	None	False	None	None
g4192.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4193.t1	Stress-induced-phosphoprotein 1	IPR001623,IPR011990,IPR013026,IPR018253,IPR019734,IPR036869	GO:0005515	SSF46565,SSF48452	False	None	False	None	None
g4194.t1	mitochondrial carrier protein, putative	IPR002067,IPR002167,IPR018108,IPR023395	GO:0005743,GO:0055085	SSF103506	False	None	False	None	None
g4195.t1	Cyclin-dependent kinase 2	IPR000719,IPR008271,IPR011009,IPR017441	GO:0004672,GO:0005524,GO:0006468	SSF56112	False	None	False	None	None
g4196.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4197.t1	Elongation factor G, mitochondrial	IPR000640,IPR000795,IPR004161,IPR004540,IPR005225,IPR005517,IPR009000,IPR009022,IPR020568,IPR027417,IPR031157,IPR035647,IPR035649,IPR041095	GO:0003746,GO:0003924,GO:0005525,GO:0006414	SSF50447,SSF52540,SSF54211,SSF54980	False	None	False	None	None
g4198.t1	Eukaryotic translation initiation factor 4E type 5, putative	IPR001040,IPR023398	GO:0003723,GO:0003743,GO:0006413	SSF55418	False	None	False	None	None
g4199.t1	Ubiquitin-40S ribosomal protein S27a	IPR000626,IPR002906,IPR011332,IPR029071	GO:0003735,GO:0005515,GO:0005840,GO:0006412	SSF54236,SSF57829	False	None	False	None	None
g4200.t1	surface protease GP63	IPR001577	GO:0004222,GO:0006508,GO:0007155,GO:0016020	SSF55486	False	None	False	None	None
g4201.t1	Cell division control protein 48	IPR003593,IPR003959,IPR027417	GO:0005524,GO:0016887	SSF52540	False	None	False	None	None
g4202.t1	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial	IPR032870	GO:0005759,GO:0006974,GO:1902445	SSF51197	False	None	False	None	None
g4203.t1	Ubiquitin-like autophagy protein Apg12, putative	IPR007242	GO:0000045,GO:0005737	None	False	None	False	None	None
g4204.t1	SUMO-interacting motif-containing protein	IPR003774	None	SSF143456	False	None	False	None	None
g4205.t1	Guanine nucleotide-binding protein subunit beta-like protein	IPR001680,IPR017986,IPR019775,IPR020472,IPR036322	GO:0005515	SSF50978	False	None	False	None	None
g4206.t1	Guanine nucleotide-binding protein subunit beta-like protein	IPR001680,IPR017986,IPR019775,IPR020472,IPR036322	GO:0005515	SSF50978	False	None	False	None	None
g4207.t1	Guanine nucleotide-binding protein subunit beta-like protein	IPR001680,IPR017986,IPR019775,IPR020472,IPR036322	GO:0005515	SSF50978	False	None	False	None	None
g4208.t1	AAA-ATPase At5g17760	IPR003593,IPR003959,IPR027417	GO:0005524,GO:0016887	SSF52540	False	None	False	None	None
g4209.t1	gamma-tubulin complex subunit	IPR007259,IPR040457,IPR041470	GO:0000226,GO:0000922,GO:0005815,GO:0007020,GO:0043015	None	False	None	False	None	None
g4210.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4211.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4212.t1	Heat shock 70 kDa protein 4	IPR013126,IPR018181,IPR029047,IPR029048,IPR043129	GO:0005524,GO:0016887	SSF100920,SSF100934,SSF53067	False	None	False	None	None
g4213.t1	Dynein assembly factor 1, axonemal homolog	IPR001611,IPR027734	GO:0005515,GO:0044458	SSF52058	False	None	False	None	None
g4214.t1	chaperone protein DNAj	IPR001623,IPR036869	None	SSF46565	False	None	False	None	None
g4215.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4216.t1	Ring finger domain containing protein, putative	None	None	SSF57997	False	None	False	None	None
g4217.t1	RNA pseudouridylate synthase, putative	IPR006145,IPR006224,IPR020103	GO:0001522,GO:0003723,GO:0009451,GO:0009982	SSF55120	False	None	False	None	None
g4218.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4219.t1	mitochondrial RNA binding complex 1 subunit, putative	None	None	None	False	None	False	None	None
g4220.t1	putative dynein arm light chain	IPR019347	None	None	False	None	False	None	None
g4221.t1	telomerase-associated protein	IPR001680,IPR008858,IPR017986,IPR025139,IPR027417,IPR036322,IPR037214	GO:0003723,GO:0005515	SSF140864,SSF50978,SSF52540	False	None	False	None	None
g4222.t1	Mitochondrial ATP synthase subunit, putative	None	None	None	False	None	False	None	None
g4223.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4224.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4225.t1	RNA-binding protein	IPR000504,IPR035979	GO:0003676	SSF54928	False	None	False	None	None
g4226.t1	Adrenodoxin homolog, mitochondrial	IPR001041,IPR001055,IPR018298,IPR036010	GO:0009055,GO:0051536,GO:0051537	SSF54292	False	None	False	None	None
g4227.t1	nicalin	IPR016574	GO:0009966,GO:0016020	SSF53187	False	None	False	None	None
g4228.t1	aldo/keto reductase	IPR036812	None	SSF51430	False	None	False	None	None
g4229.t1	Dynein heavy chain 12, axonemal	IPR003593,IPR004273,IPR013602,IPR024317,IPR024743,IPR026980,IPR027417,IPR035699,IPR035706,IPR041228,IPR041466,IPR041589,IPR041658	GO:0003777,GO:0005524,GO:0005858,GO:0007018,GO:0008569,GO:0016887,GO:0030286,GO:0060285	SSF52540	False	None	False	None	None
g4230.t1	Serine/threonine-protein kinase spk-1	IPR000719,IPR008271,IPR011009,IPR017441	GO:0004672,GO:0005524,GO:0006468	SSF56112	False	None	False	None	None
g4231.t1	NMD3 family, putative	IPR007064,IPR039768	GO:0043023	None	False	None	False	None	None
g4232.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4233.t1	DnaJ homolog subfamily C member 11	IPR024586	None	None	False	None	False	None	None
g4234.t1	DNA repair and recombination helicase protein PIF1	None	None	None	False	None	False	None	None
g4235.t1	hypothetical protein	IPR036249	None	SSF52833	False	None	False	None	None
g4236.t1	Opioid growth factor receptor (OGFr) conserved region containing protein, putative	IPR006757,IPR039574	GO:0004985,GO:0016020,GO:0038023	None	False	None	False	None	None
g4237.t1	heat shock 70 kDa protein, putative	IPR013126,IPR018181,IPR043129	GO:0005524,GO:0016887	SSF53067	False	None	False	None	None
g4238.t1	40S ribosomal protein S16	IPR000754,IPR020568	GO:0003735,GO:0005840,GO:0006412	SSF54211	False	None	False	None	None
g4239.t1	ISWI complex protein	IPR003889	GO:0005634	None	False	None	False	None	None
g4240.t1	RNA-editing complex protein MP100, putative	IPR005135,IPR036691	None	SSF56219	False	None	False	None	None
g4241.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4242.t1	WW domain	IPR001202,IPR036020	GO:0005515	SSF51045	False	None	False	None	None
g4243.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4244.t1	Aspartate--ammonia ligase	IPR004618,IPR006195	GO:0004071,GO:0005737,GO:0006529	SSF55681	False	None	False	None	None
g4245.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4246.t1	RNA-binding protein Y14	IPR000504,IPR035979	GO:0003676	SSF54928	False	None	False	None	None
g4247.t1	RNA-binding protein	IPR000504,IPR035979	GO:0003676	SSF54928	False	None	False	None	None
g4248.t1	Protein ApaG	IPR007474,IPR036767	None	SSF110069	False	None	False	None	None
g4249.t1	Regulator of chromosome condensation (RCC1) repeat	IPR000408,IPR009091	None	SSF50985	False	None	False	None	None
g4250.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4251.t1	hypothetical protein	IPR016024	None	SSF48371	False	None	False	None	None
g4252.t1	sphingosine kinase A, B, putative	IPR001206,IPR016064	GO:0016301	SSF111331	False	None	False	None	None
g4253.t1	hypothetical protein	IPR001646	None	SSF141571	False	None	False	None	None
g4254.t1	oxysterol-binding protein, putative	IPR000648,IPR037239	GO:0008289	SSF144000	False	None	False	None	None
g4255.t1	Qc-SNARE protein	IPR000727,IPR010989,IPR039897	GO:0015031,GO:0016020,GO:0016192,GO:0030173	SSF47661,SSF58038	False	None	False	None	None
g4256.t1	ER membrane protein complex subunit 7	IPR008969,IPR019008,IPR039163	None	SSF49464	False	None	False	None	None
g4257.t1	Protein disulfide isomerase-like 2-2	IPR005788,IPR011679,IPR013766,IPR017937,IPR036249,IPR036356	GO:0003756,GO:0005783	SSF47933,SSF52833	False	None	False	None	None
g4258.t1	Cilia- and flagella-associated protein 61	IPR023753,IPR032151,IPR036188,IPR038884	GO:0016491	SSF51905	False	None	False	None	None
g4259.t1	Acyl-ACP thioesterase	IPR002864,IPR029069	GO:0006633,GO:0016790	SSF54637	False	None	False	None	None
g4260.t1	10 kDa heat shock protein, mitochondrial	IPR011032,IPR020818	GO:0005524,GO:0006457,GO:0016887	SSF50129	False	None	False	None	None
g4261.t1	10 kDa heat shock protein, mitochondrial	IPR011032,IPR020818	GO:0005524,GO:0006457,GO:0016887	SSF50129	False	None	False	None	None
g4262.t1	pentatricopeptide repeat domain containing protein	IPR002885	None	None	False	None	False	None	None
g4263.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4264.t1	spliced leader RNA PSE-promoter transcription factor	None	None	None	False	None	False	None	None
g4265.t1	unnamed protein product	None	None	None	False	None	False	None	None
g4266.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4267.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4268.t1	hypothetical protein	IPR036770	None	SSF48403	False	None	False	None	None
g4269.t1	NLR family CARD domain-containing protein 3	IPR001611	GO:0005515	SSF52047	False	None	False	None	None
g4270.t1	DNA polymerase sigma-like protein, putative	IPR043519	None	SSF81301,SSF81631	False	None	False	None	None
g4271.t1	GPN-loop GTPase 2	IPR004130,IPR027417,IPR030231	None	SSF52540	False	None	False	None	None
g4272.t1	hypothetical protein	IPR016024	None	SSF48371	False	None	False	None	None
g4273.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4274.t1	ATP synthase F(0) complex subunit C2, mitochondrial	IPR000454,IPR002379,IPR020537,IPR035921	GO:0015078,GO:0015986,GO:0033177,GO:0045263,GO:1902600	SSF81333	False	None	False	None	None
g4275.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4276.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4277.t1	Cytosolic Fe-S cluster assembly factor NUBP2	IPR000808,IPR019591,IPR027417,IPR033756	GO:0005524,GO:0016226,GO:0016887,GO:0051536	SSF52540	False	None	False	None	None
g4278.t1	pseudouridylate synthase I, putative	IPR001406,IPR020097,IPR020103,IPR041708	GO:0001522,GO:0003723,GO:0009451,GO:0009982,GO:0031119	SSF55120	False	None	False	None	None
g4279.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4280.t1	RNA editing 3' terminal uridylyl transferase 2, putative,RNA editing complex protein MP57, putative	IPR002058,IPR041060,IPR043519	None	SSF81301,SSF81631	False	None	False	None	None
g4281.t1	TPR repeat, putative	IPR011990,IPR013026,IPR019734	GO:0005515	SSF48452	False	None	False	None	None
g4282.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4283.t1	Vacuolar protein sorting-associated protein 52 A	IPR007258	None	None	False	None	False	None	None
g4284.t1	pyrimidine-specific ribonucleoside hydrolase	IPR001910,IPR023186,IPR036452	None	SSF53590	False	None	False	None	None
g4285.t1	mitotic cyclin, putative	IPR006671,IPR013763,IPR036915,IPR039361	None	SSF47954	False	None	False	None	None
g4286.t1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase	IPR002110,IPR003094,IPR013078,IPR013079,IPR020683,IPR027417,IPR029033,IPR036770	GO:0003824,GO:0003873,GO:0005515,GO:0005524,GO:0006000,GO:0006003	SSF48403,SSF52540,SSF53254	False	None	False	None	None
g4287.t1	Cleavage factor I 25 kDa subunit, putative	IPR016706	GO:0003729,GO:0005849,GO:0006378	None	False	None	False	None	None
g4288.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4289.t1	small GTP-binding protein, putative	IPR005225,IPR006073,IPR027417,IPR032859	GO:0005525	SSF52540	False	None	False	None	None
g4290.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4291.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4292.t1	Eukaryotic translation initiation factor 4E type 6, putative	IPR001040,IPR023398	GO:0003723,GO:0003743,GO:0006413	SSF55418	False	None	False	None	None
g4293.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4294.t1	Uncharacterised conserved protein (DUF2305), putative	IPR019363,IPR029058	None	SSF53474	False	None	False	None	None
g4295.t1	NAD-dependent protein deacetylase SIR2rp1	IPR003000,IPR017328,IPR026590,IPR029035	GO:0008270,GO:0017136,GO:0070403	SSF52467	False	None	False	None	None
g4296.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4297.t1	eukaryotic peptide chain release factor subunit 1	IPR004405,IPR005140,IPR005141,IPR005142,IPR029064,IPR038069	GO:0070481,GO:0070966,GO:0071025	SSF159065,SSF53137,SSF55315	False	None	False	None	None
g4298.t1	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	IPR001075,IPR014824,IPR034904,IPR035433,IPR036498	GO:0005506,GO:0016226,GO:0051536	SSF110836,SSF117916	False	None	False	None	None
g4299.t1	60S ribosomal protein L7	IPR005998,IPR012988,IPR016082,IPR018038,IPR035808,IPR036919,IPR039699	GO:0000463,GO:0003735,GO:0022625	SSF55129	False	None	False	None	None
g4300.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4301.t1	Mini-chromosome maintenance complex-binding protein	IPR019140	None	None	False	None	False	None	None
g4302.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4303.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4304.t1	Glycine dehydrogenase (decarboxylating)	IPR003437,IPR015424,IPR020581	GO:0004375,GO:0006544,GO:0006546	SSF53383	False	None	False	None	None
g4305.t1	ATP-dependent RNA helicase HAS1	IPR001650,IPR027417	None	SSF52540	False	None	False	None	None
g4306.t1	retrotransposon hot spot (RHS) protein	IPR006518	None	None	False	None	False	None	None
g4307.t1	Sialidase 85-1.1	IPR008377,IPR011040,IPR013320,IPR036278	GO:0004308,GO:0009405	SSF49899,SSF50939	False	None	False	None	None
g4308.t1	trans-sialidase (pseudogene), putative	IPR008377,IPR013320,IPR036278	GO:0004308,GO:0009405	SSF49899,SSF50939	False	None	False	None	None
g4309.t1	retrotransposon hot spot (RHS) protein, putative	IPR006518	None	None	False	None	False	None	None
g4310.t1	trans-sialidase, Group II, putative	IPR008377,IPR011040,IPR013320,IPR026856,IPR036278	GO:0004308,GO:0009405	SSF49899,SSF50939	False	None	False	None	None
g4311.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4312.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4313.t1	Tyrosine--tRNA ligase, cytoplasmic	IPR002547,IPR012340	GO:0000049	SSF50249	False	None	False	None	None
g4314.t1	putative coenzyme Q-binding protein COQ10 B, mitochondrial-like	IPR005031	None	SSF55961	False	None	False	None	None
g4315.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4316.t1	Coatomer subunit delta	IPR011012,IPR022775,IPR027059,IPR028565,IPR036168	GO:0006890,GO:0030126	SSF49447,SSF64356	False	None	False	None	None
g4317.t1	hypothetical protein	IPR003864	GO:0016020	None	False	None	False	None	None
g4318.t1	peptidyl-prolyl cis-trans isomerase	IPR002130,IPR029000	GO:0000413,GO:0003755	SSF50891	False	None	False	None	None
g4319.t1	RNA editing associated helicase 2, putative	None	None	None	False	None	False	None	None
g4320.t1	cullin 3, putative	IPR001373,IPR016158,IPR016159,IPR019559,IPR036317,IPR036390	GO:0006511,GO:0031625	SSF46785,SSF74788,SSF75632	False	None	False	None	None
g4321.t1	Mitochondrial SSU ribosomal protein, putative	None	None	None	False	None	False	None	None
g4322.t1	U6 snRNA-associated sm-like protein Lsm2	None	None	None	False	None	False	None	None
g4323.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4324.t1	hypothetical protein	IPR007657	GO:0016757	None	False	None	False	None	None
g4325.t1	glycosyl transferase family 2	None	None	None	False	None	False	None	None
g4326.t1	Cytochrome c	IPR002327,IPR009056,IPR036909	GO:0009055,GO:0020037	SSF46626	False	None	False	None	None
g4327.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4328.t1	DNA-directed RNA polymerase I subunit RPA1	IPR000722,IPR006592,IPR007066,IPR007081,IPR007083,IPR015699	GO:0003677,GO:0003899,GO:0006351,GO:0008270	SSF64484	False	None	False	None	None
g4329.t1	Fatty-acid amide hydrolase 2	IPR023631,IPR036928	None	SSF75304	False	None	False	None	None
g4330.t1	LSM domain containing protein, putative	IPR010920	None	SSF50182	False	None	False	None	None
g4331.t1	ADP-ribosylation factor-like protein 6	IPR005225,IPR006689,IPR027417,IPR041839	GO:0003924,GO:0005525	SSF52540	False	None	False	None	None
g4332.t1	EMG1/NEP1 methyltransferase, putative	IPR005304,IPR029028	GO:0070037,GO:0070475	SSF75217	False	None	False	None	None
g4333.t1	Trafficking protein particle complex subunit 3	IPR007194,IPR016721,IPR024096	GO:0030008,GO:0048193	SSF111126	False	None	False	None	None
g4334.t1	hypothetical protein	IPR000048,IPR042815	GO:0005515	None	False	None	False	None	None
g4335.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4336.t1	Sialidase 85-1.1	IPR008377,IPR013320,IPR021287,IPR036278	GO:0004308,GO:0009405	SSF49899,SSF50939	False	None	False	None	None
g4337.t1	kinesin, putative	IPR001849	None	None	False	None	False	None	None
g4338.t1	Mucin-associated surface protein (MASP), subgroup S030	None	None	None	False	None	False	None	None
g4339.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4340.t1	Present in the outer mitochondrial membrane proteome 10	None	None	None	False	None	False	None	None
g4341.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4342.t1	trans-sialidase, Group VI	IPR008377,IPR011040,IPR013320,IPR026856,IPR036278	GO:0004308,GO:0009405	SSF49899,SSF50939	False	None	False	None	None
g4343.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4344.t1	trans-sialidase (pseudogene), putative	IPR013320	None	SSF49899	False	None	False	None	None
g4345.t1	trans-sialidase, Group VIII	IPR008377,IPR011040,IPR013320,IPR036278	GO:0004308,GO:0009405	SSF49899,SSF50939	False	None	False	None	None
g4346.t1	Dynein heavy chain 7, axonemal	IPR003593,IPR004273,IPR013602,IPR024317,IPR024743,IPR025662,IPR026983,IPR027417,IPR035699,IPR035706,IPR041228,IPR041466,IPR041589,IPR041658	GO:0005524,GO:0007018,GO:0008569,GO:0030286	SSF52540	False	None	False	None	None
g4347.t1	unnamed protein product	None	None	None	False	None	False	None	None
g4348.t1	tubulin-tyrosine ligase	IPR004344	GO:0006464	SSF56059	False	None	False	None	None
g4349.t1	pre-mRNA splicing factor 19, putative	IPR001680,IPR003613,IPR013915,IPR017986,IPR036322,IPR038959	GO:0000398,GO:0000974,GO:0004842,GO:0005515,GO:0006281,GO:0016567,GO:0061630	SSF50978,SSF57850	False	None	False	None	None
g4350.t1	protein kinase, putative	IPR000719,IPR008271,IPR011009	GO:0004672,GO:0005524,GO:0006468	SSF56112	False	None	False	None	None
g4351.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4352.t1	3-oxoacyl-ACP reductase, putative	IPR002347,IPR036291	GO:0016491	SSF51735	False	None	False	None	None
g4353.t1	aldo/keto reductase	IPR018170,IPR020471,IPR023210,IPR036812	GO:0016491,GO:0047834	SSF51430	False	None	False	None	None
g4354.t1	DnaJ homolog subfamily A member 4	IPR001305,IPR001623,IPR002939,IPR008971,IPR012724,IPR018253,IPR036410,IPR036869,IPR044713	GO:0005524,GO:0006457,GO:0009408,GO:0030544,GO:0031072,GO:0051082	SSF46565,SSF49493,SSF57938	False	None	False	None	None
g4355.t1	Obg-like ATPase 1	IPR004095,IPR004396,IPR006073,IPR012676,IPR013029,IPR027417,IPR031167,IPR041706	GO:0005525	SSF52540,SSF81271	False	None	False	None	None
g4356.t1	transcription initiation protein, putative	IPR005100,IPR005824,IPR008991,IPR039385,IPR039659,IPR041973,IPR041976,IPR041977	GO:0006357,GO:0032784	SSF50104	False	None	False	None	None
g4357.t1	acyl-CoA oxidase	IPR002655,IPR009100,IPR036250	GO:0003997,GO:0005777,GO:0006635,GO:0016627	SSF47203,SSF56645	False	None	False	None	None
g4358.t1	Meiotic cell cortex C-terminal pleckstrin-like protein, putative	IPR024774	GO:0005515,GO:0005543,GO:0005938,GO:0032065	SSF50729	False	None	False	None	None
g4359.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4360.t1	EMG1/NEP1 methyltransferase	IPR005304,IPR029028	GO:0070037,GO:0070475	SSF75217	False	None	False	None	None
g4361.t1	UV radiation resistance protein and autophagy-related subunit 14, putative	None	None	None	False	None	False	None	None
g4362.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4363.t1	hypothetical protein	IPR001876	None	None	False	None	False	None	None
g4364.t1	esterase, putative	None	None	SSF52266	False	None	False	None	None
g4365.t1	hypothetical protein	None	None	None	False	None	False	None	None
g4366.t1	ribosomal protein L11, putative	IPR000911,IPR020783,IPR020784,IPR036769,IPR036796	GO:0003735,GO:0005840,GO:0006412	SSF46906,SSF54747	False	None	False	None	None
g4367.t1	dual specificity protein phosphatase	IPR000387,IPR020422,IPR029021	GO:0006470,GO:0008138,GO:0016311,GO:0016791	SSF52799	False	None	False	None	None
